Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level
Post_3956,youtube,#tech,shorts,uk,780047,177389,26953,373,medium
Post_3957,youtube,#education,video,uk,2810890,230790,78827,2669,low
Post_3958,instagram,#dance,post,brazil,26531,366987,95517,48128,low
Post_3959,twitter,#fitness,shorts,japan,3868670,289592,51598,34304,medium
Post_3960,tiktok,#music,tweet,uk,4875320,392724,47050,31603,low
Post_3961,twitter,#gaming,shorts,japan,4890733,191195,76245,46882,low
Post_3962,youtube,#fitness,video,canada,2980877,460881,87021,98,medium
Post_3963,tiktok,#challenge,shorts,india,2429444,73347,34856,10627,high
Post_3964,instagram,#viral,shorts,brazil,2561592,417783,857,23063,medium
Post_3965,twitter,#gaming,post,usa,2139489,253501,29122,42801,medium
Post_3966,twitter,#viral,reel,canada,3304797,79964,91333,16151,high
Post_3967,youtube,#challenge,live stream,india,831664,281099,74034,35394,high
Post_3968,tiktok,#comedy,reel,canada,1896555,325635,90256,42579,medium
Post_3969,youtube,#music,reel,canada,2926180,224208,89599,29486,low
Post_3970,instagram,#fitness,tweet,germany,3337724,191570,71507,21918,medium
Post_3971,instagram,#viral,tweet,canada,1767518,159813,39987,10720,low
Post_3972,youtube,#music,live stream,brazil,1296974,92749,71374,20625,medium
Post_3973,twitter,#viral,post,usa,3708594,356699,58539,21198,medium
Post_3974,twitter,#education,post,usa,2599117,475173,74585,31898,high
Post_3975,tiktok,#challenge,tweet,australia,1823238,494324,85923,40077,medium
Post_3976,tiktok,#tech,video,germany,1600077,129716,2790,14896,low
Post_3977,twitter,#gaming,tweet,australia,4518205,36025,67055,4213,medium
Post_3978,tiktok,#tech,reel,uk,3675898,424882,5868,47233,medium
Post_3979,youtube,#education,post,canada,1693131,46838,16010,46321,medium
Post_3980,twitter,#music,tweet,japan,440358,161015,16528,37265,medium
Post_3981,twitter,#challenge,reel,usa,4332749,174493,80245,4174,low
Post_3982,twitter,#music,post,canada,1776924,72352,86364,20563,low
Post_3983,instagram,#viral,live stream,canada,4388298,330555,48407,35648,high
Post_3984,tiktok,#music,post,germany,2882534,185167,90764,24019,low
Post_3985,youtube,#music,shorts,australia,2412512,455400,49741,46703,high
Post_3986,youtube,#music,live stream,brazil,1550445,472372,85121,11599,medium
Post_3987,youtube,#comedy,post,japan,3985203,968,67956,3471,medium
Post_3988,youtube,#music,tweet,japan,3906230,212115,8663,32728,low
Post_3989,twitter,#fashion,reel,australia,1945337,66807,22816,37103,high
Post_3990,tiktok,#music,post,australia,2238529,13461,7839,12119,low
Post_3991,youtube,#fashion,shorts,japan,1185769,77172,70940,21826,low
Post_3992,tiktok,#education,post,germany,273295,216531,53482,21529,low
Post_3993,twitter,#fitness,post,india,1671364,127067,2495,5413,low
Post_3994,twitter,#music,video,india,722275,356481,92576,5159,low
Post_3995,tiktok,#music,post,japan,3529332,98208,65819,48777,high
Post_3996,twitter,#fashion,live stream,brazil,2061542,244871,89297,1231,low
Post_3997,youtube,#music,shorts,usa,1158625,120211,76162,42534,low
Post_3998,instagram,#fitness,video,india,819360,249139,23677,17298,high
Post_3999,youtube,#fashion,video,australia,4045897,414208,96075,26070,high
Post_4000,youtube,#comedy,reel,canada,491577,279007,74786,43588,high
Post_4001,instagram,#fashion,reel,uk,37868,454927,20602,4792,high
Post_4002,instagram,#comedy,live stream,canada,4239953,55663,86769,31454,low
Post_4003,youtube,#viral,tweet,india,1532152,114456,95705,32194,medium
Post_4004,instagram,#fitness,reel,australia,309913,233668,86886,20588,high
Post_4005,instagram,#music,shorts,uk,818780,44981,24326,35705,high
Post_4006,youtube,#music,shorts,uk,4756488,185347,55971,17036,medium
Post_4007,tiktok,#viral,video,canada,1424172,220254,90996,21734,high
Post_4008,twitter,#gaming,reel,canada,2759298,242144,27139,7945,high
Post_4009,youtube,#comedy,post,canada,721858,449162,91563,10392,high
Post_4010,twitter,#comedy,tweet,japan,1202451,311058,69740,38106,high
Post_4011,tiktok,#fashion,post,canada,3531840,194082,70643,39446,medium
Post_4012,youtube,#comedy,video,brazil,2253765,438727,59697,16032,high
Post_4013,youtube,#dance,video,brazil,4489207,200223,76908,15045,high
Post_4014,twitter,#challenge,reel,uk,1507283,378173,24558,9605,low
Post_4015,tiktok,#viral,video,canada,4428383,105620,55893,8168,medium
Post_4016,youtube,#dance,post,india,3762530,197063,39052,11363,high
Post_4017,tiktok,#challenge,tweet,india,3646904,398181,9171,20163,high
Post_4018,tiktok,#fashion,video,brazil,110071,424227,44869,1792,high
Post_4019,youtube,#music,reel,canada,4003544,494378,79405,21049,high
Post_4020,twitter,#gaming,reel,canada,3047152,462966,98217,28891,high
Post_4021,instagram,#fashion,tweet,australia,3233160,397430,48054,5915,high
Post_4022,instagram,#dance,live stream,brazil,853710,449205,79352,18209,high
Post_4023,instagram,#fitness,video,brazil,1120916,125751,65533,15013,low
Post_4024,tiktok,#gaming,tweet,australia,2067844,424988,14387,41987,high
Post_4025,youtube,#tech,live stream,canada,3461714,492070,41239,14029,low
Post_4026,youtube,#fitness,reel,germany,1752782,343059,44339,20919,high
Post_4027,youtube,#fashion,shorts,uk,1655182,353876,55327,12793,medium
Post_4028,youtube,#fashion,video,usa,4855651,304813,25847,27390,low
Post_4029,tiktok,#challenge,tweet,japan,1839502,136831,56756,37198,low
Post_4030,instagram,#gaming,post,india,3428164,338911,99243,18226,low
Post_4031,twitter,#comedy,shorts,usa,2051301,418379,78834,35131,high
Post_4032,instagram,#education,post,uk,2322338,344964,48344,19822,low
Post_4033,youtube,#challenge,video,uk,1546514,462049,10948,5720,low
Post_4034,instagram,#dance,post,japan,3236693,354205,98081,45380,medium
Post_4035,tiktok,#comedy,post,canada,1733587,64486,7705,46480,high
Post_4036,instagram,#viral,video,australia,2948068,200500,50312,4179,medium
Post_4037,tiktok,#dance,video,australia,892935,148751,17295,25141,high
Post_4038,twitter,#tech,video,usa,4274005,260121,42176,33715,high
Post_4039,instagram,#music,video,canada,1405829,228388,4628,10107,low
Post_4040,youtube,#music,live stream,australia,440801,435945,79651,6051,low
Post_4041,twitter,#tech,tweet,brazil,1357441,388944,62108,22302,low
Post_4042,instagram,#fitness,post,germany,613581,340814,15805,34558,high
Post_4043,tiktok,#fitness,video,brazil,4155659,447547,81762,7354,high
Post_4044,youtube,#education,reel,japan,3146159,128178,52353,48139,high
Post_4045,tiktok,#fitness,live stream,canada,4561998,433892,13968,41674,medium
Post_4046,tiktok,#comedy,video,canada,1258147,114548,75062,5195,low
Post_4047,youtube,#fitness,live stream,japan,759304,289598,90867,28354,high
Post_4048,tiktok,#fitness,video,usa,4035840,146142,67286,46736,low
Post_4049,tiktok,#viral,live stream,australia,473117,177746,40508,10764,medium
Post_4050,youtube,#tech,reel,canada,3837701,34026,11671,48725,low
Post_4051,youtube,#dance,tweet,canada,3940029,37059,29642,26332,high
Post_4052,instagram,#viral,live stream,brazil,3442649,448032,36711,48874,medium
Post_4053,twitter,#challenge,live stream,australia,3922748,50348,92144,19648,medium
Post_4054,tiktok,#education,video,japan,4326820,253332,19538,26317,low
Post_4055,tiktok,#dance,post,brazil,2075502,161209,47279,11783,low
Post_4056,youtube,#viral,reel,usa,3709713,180551,28942,24102,high
Post_4057,youtube,#fitness,live stream,uk,318153,139099,36928,11688,low
Post_4058,youtube,#fitness,tweet,australia,2662851,13209,44256,42595,medium
Post_4059,youtube,#gaming,video,brazil,2035129,76855,3962,13400,high
Post_4060,twitter,#music,tweet,uk,2722178,260133,32788,48301,low
Post_4061,youtube,#comedy,tweet,uk,4242550,489296,20200,6399,low
Post_4062,tiktok,#fashion,shorts,usa,4255337,236358,81105,43056,medium
Post_4063,twitter,#viral,post,brazil,817713,125792,35355,5263,high
Post_4064,tiktok,#education,post,uk,4266731,179238,79039,23497,high
Post_4065,youtube,#viral,reel,uk,605016,73596,29486,22879,high
Post_4066,instagram,#fashion,post,brazil,3344955,143212,81068,21258,low
Post_4067,youtube,#challenge,live stream,australia,2300705,446587,11396,12186,medium
Post_4068,twitter,#dance,video,germany,4408711,139162,18328,10579,medium
Post_4069,tiktok,#comedy,shorts,uk,2477355,23223,33471,36225,high
Post_4070,tiktok,#music,live stream,usa,4096582,238913,3420,3568,low
Post_4071,youtube,#dance,shorts,japan,4565439,476755,54497,22930,low
Post_4072,twitter,#fashion,shorts,germany,1732712,285823,25043,11214,high
Post_4073,instagram,#music,video,japan,1701847,238397,68324,48745,low
Post_4074,youtube,#tech,video,usa,2814866,139885,84439,16571,high
Post_4075,tiktok,#comedy,tweet,uk,2686688,125458,61845,23713,medium
Post_4076,twitter,#gaming,video,uk,2008812,332179,99793,24661,high
Post_4077,youtube,#music,live stream,india,850783,352600,91742,39257,medium
Post_4078,twitter,#fitness,post,india,4859286,76757,34856,6594,medium
Post_4079,twitter,#tech,live stream,japan,2208731,195436,5790,30276,low
Post_4080,youtube,#fashion,live stream,canada,3095698,281026,51194,24140,high
Post_4081,tiktok,#challenge,tweet,india,3286984,1798,28963,13208,medium
Post_4082,tiktok,#dance,post,usa,2733478,3680,33180,30497,medium
Post_4083,instagram,#tech,post,usa,4362872,32587,30482,33951,medium
Post_4084,twitter,#comedy,video,australia,3240506,232341,34519,4817,high
Post_4085,instagram,#viral,post,brazil,1836143,478208,99728,23179,high
Post_4086,tiktok,#gaming,post,canada,4946196,461146,10852,17039,medium
Post_4087,instagram,#fitness,reel,japan,357877,73393,93580,6671,high
Post_4088,twitter,#education,live stream,brazil,3182419,121908,83869,6234,medium
Post_4089,tiktok,#tech,live stream,canada,4102194,444079,97665,1596,low
Post_4090,instagram,#music,shorts,uk,363718,418876,29054,29280,low
Post_4091,tiktok,#tech,reel,usa,1319472,32148,99138,25453,medium
Post_4092,tiktok,#tech,shorts,germany,525914,279869,61693,25627,high
Post_4093,youtube,#gaming,video,india,563236,178212,62933,8833,medium
Post_4094,youtube,#gaming,post,india,1245756,352809,22951,43886,low
Post_4095,twitter,#comedy,live stream,japan,3943854,347679,53248,44137,medium
Post_4096,instagram,#dance,post,india,2146139,401975,20858,4445,high
Post_4097,instagram,#fitness,reel,brazil,2073379,109399,75728,12420,high
Post_4098,twitter,#viral,live stream,australia,144637,176986,25746,41035,low
Post_4099,tiktok,#education,live stream,germany,3441323,55352,47464,41887,low
Post_4100,tiktok,#tech,tweet,uk,4582065,146904,82138,15494,low
Post_4101,youtube,#challenge,reel,india,2578640,495952,58968,33480,low
Post_4102,youtube,#fitness,live stream,japan,1526385,275820,95119,19416,medium
Post_4103,youtube,#music,tweet,brazil,4796425,175643,16858,15832,high
Post_4104,twitter,#challenge,shorts,brazil,1942922,324782,96016,4903,low
Post_4105,twitter,#education,live stream,usa,2440898,97022,53393,23879,high
Post_4106,youtube,#dance,shorts,canada,2902169,40168,30404,37118,low
Post_4107,instagram,#fitness,shorts,australia,456751,454496,1522,13256,low
Post_4108,instagram,#tech,live stream,india,3088456,53845,23471,49774,high
Post_4109,youtube,#fashion,reel,india,543029,255089,39969,49268,high
Post_4110,tiktok,#tech,reel,usa,4712590,44050,5528,2830,high
Post_4111,youtube,#education,post,australia,1948457,307603,61207,21856,low
Post_4112,youtube,#comedy,video,usa,4175263,496838,46286,34236,high
Post_4113,youtube,#dance,shorts,japan,505897,69692,70459,38026,high
Post_4114,instagram,#music,live stream,brazil,3042134,227819,20776,10220,low
Post_4115,youtube,#comedy,live stream,japan,214707,32747,4622,33723,high
Post_4116,twitter,#fitness,post,india,4161514,359846,61977,23808,low
Post_4117,tiktok,#fitness,video,japan,768809,305597,53014,10251,medium
Post_4118,twitter,#tech,video,germany,346243,213568,32066,21596,medium
Post_4119,youtube,#music,shorts,japan,4836757,120548,53748,41875,low
Post_4120,youtube,#fashion,shorts,uk,2808352,305676,67194,12665,medium
Post_4121,twitter,#music,reel,brazil,4234852,441763,94039,29781,low
Post_4122,youtube,#fitness,shorts,usa,4127405,239815,25258,35670,medium
Post_4123,twitter,#gaming,video,canada,1216902,215326,38685,19354,medium
Post_4124,youtube,#education,post,india,1770791,26696,32378,46190,high
Post_4125,instagram,#fitness,reel,canada,3353507,138181,13507,12087,low
Post_4126,twitter,#fashion,tweet,usa,2026275,482032,30952,49065,high
Post_4127,youtube,#music,reel,japan,3097544,379276,56939,29025,low
Post_4128,youtube,#challenge,video,germany,2422829,415554,78181,4782,medium
Post_4129,youtube,#viral,shorts,australia,438427,126928,58094,43338,medium
Post_4130,tiktok,#dance,post,germany,3605374,497611,39201,48381,high
Post_4131,tiktok,#fitness,reel,brazil,914192,361829,86970,47559,low
Post_4132,instagram,#dance,post,india,361268,1264,42106,23444,high
Post_4133,youtube,#dance,tweet,usa,2198773,238287,14975,3626,high
Post_4134,instagram,#fitness,tweet,australia,2491489,57916,10858,37910,low
Post_4135,twitter,#music,reel,india,3285708,265284,24271,48485,low
Post_4136,twitter,#dance,video,germany,2259868,391879,39814,13064,high
Post_4137,youtube,#fashion,reel,australia,4450867,288044,68728,4668,high
Post_4138,instagram,#comedy,tweet,canada,13578,485916,39122,29109,high
Post_4139,instagram,#education,tweet,germany,1879192,424410,46366,12399,low
Post_4140,instagram,#fitness,video,germany,3263236,473992,14768,33422,medium
Post_4141,youtube,#tech,post,australia,3187431,213853,79215,5229,high
Post_4142,tiktok,#gaming,shorts,usa,602303,120883,23532,39303,medium
Post_4143,youtube,#tech,shorts,usa,4478244,281987,64590,9007,low
Post_4144,twitter,#education,live stream,japan,4452133,482377,62652,30779,low
Post_4145,instagram,#challenge,reel,india,378801,462818,74567,16848,high
Post_4146,twitter,#tech,live stream,canada,3066410,323731,1254,15271,low
Post_4147,twitter,#education,live stream,india,4863626,161724,81649,48891,low
Post_4148,tiktok,#comedy,video,japan,979723,43080,98064,14316,medium
Post_4149,tiktok,#dance,tweet,uk,3305011,32506,56465,32043,low
Post_4150,youtube,#challenge,shorts,brazil,4856083,6461,96437,22112,medium
Post_4151,tiktok,#comedy,live stream,australia,3512498,38120,22702,22430,low
Post_4152,youtube,#dance,video,brazil,1807869,213478,90965,43355,high
Post_4153,tiktok,#challenge,shorts,india,427399,347981,86598,26949,medium
Post_4154,youtube,#tech,reel,brazil,4398694,322036,76714,7781,high
Post_4155,instagram,#fashion,video,india,935217,284958,36811,25488,medium
Post_4156,youtube,#tech,live stream,canada,116354,82270,22120,17583,low
Post_4157,youtube,#music,tweet,japan,551999,299852,90557,24071,low
Post_4158,tiktok,#dance,tweet,brazil,197493,472658,7031,32332,low
Post_4159,youtube,#dance,video,canada,2737428,46704,73226,34532,low
Post_4160,instagram,#dance,reel,uk,4356395,367535,89909,10900,medium
Post_4161,tiktok,#fitness,video,brazil,4717790,125541,75795,38504,high
Post_4162,instagram,#dance,video,usa,2561366,461768,60001,21753,high
Post_4163,youtube,#comedy,live stream,canada,1756972,248744,42345,6998,low
Post_4164,twitter,#comedy,tweet,australia,4840021,49033,50170,13175,high
Post_4165,instagram,#tech,post,uk,3346455,381718,62877,20046,medium
Post_4166,instagram,#gaming,reel,india,1067477,59345,84587,49878,high
Post_4167,youtube,#challenge,video,uk,2877495,216913,25906,12302,high
Post_4168,tiktok,#fitness,video,brazil,1792756,491389,73253,31069,medium
Post_4169,instagram,#comedy,live stream,brazil,925974,134908,19403,21283,high
Post_4170,tiktok,#music,reel,canada,2791639,353316,80680,19829,high
Post_4171,tiktok,#challenge,live stream,brazil,4196347,307582,92983,25130,low
Post_4172,youtube,#challenge,reel,canada,2038756,93268,63855,4422,low
Post_4173,youtube,#dance,post,germany,4032655,267123,41713,12391,low
Post_4174,twitter,#fitness,shorts,uk,4485980,113834,44375,49799,high
Post_4175,twitter,#comedy,tweet,usa,4394517,300804,64405,11918,high
Post_4176,instagram,#viral,reel,india,4422263,135404,43976,34379,low
Post_4177,tiktok,#comedy,tweet,brazil,4144620,102895,41927,16690,medium
Post_4178,youtube,#challenge,post,brazil,3193985,413403,86209,32528,low
Post_4179,instagram,#viral,tweet,usa,1650594,298194,1467,32021,medium
Post_4180,tiktok,#music,video,usa,1095673,389017,39161,13192,high
Post_4181,youtube,#gaming,post,canada,1476003,453792,99466,29613,high
Post_4182,twitter,#fashion,post,brazil,1237934,315336,29121,26947,low
Post_4183,tiktok,#dance,live stream,india,2259900,145744,42773,5579,medium
Post_4184,instagram,#viral,post,india,3661779,399252,71009,10389,medium
Post_4185,tiktok,#fashion,reel,japan,3090316,352162,93570,19097,high
Post_4186,tiktok,#tech,post,india,1154006,343894,69313,27094,high
Post_4187,tiktok,#dance,live stream,japan,2583561,340140,14516,40878,medium
Post_4188,twitter,#tech,live stream,usa,2638135,259465,26123,9244,medium
Post_4189,instagram,#education,tweet,usa,310249,436907,80187,41517,medium
Post_4190,youtube,#fitness,live stream,canada,4483252,371769,59628,14299,medium
Post_4191,tiktok,#education,video,brazil,2008379,378635,47524,7321,low
Post_4192,instagram,#viral,video,japan,3417577,118797,11271,1040,medium
Post_4193,tiktok,#gaming,shorts,usa,3958536,127248,80732,29365,low
Post_4194,youtube,#fashion,shorts,usa,544588,266292,32491,20402,high
Post_4195,instagram,#challenge,reel,brazil,3075050,282373,20662,43100,low
Post_4196,twitter,#tech,live stream,canada,2193675,334418,12614,24974,medium
Post_4197,twitter,#fitness,live stream,australia,1779047,64478,18103,7857,low
Post_4198,tiktok,#viral,live stream,uk,4465594,207163,71548,1980,high
Post_4199,twitter,#fitness,reel,australia,2938655,483237,98936,21895,low
Post_4200,twitter,#fitness,reel,australia,2121336,330030,12817,21347,high
Post_4201,twitter,#tech,shorts,india,4426725,158336,67298,41529,low
Post_4202,youtube,#education,live stream,india,3001319,440022,76480,23204,high
Post_4203,twitter,#music,post,germany,1623564,183308,11709,6813,low
Post_4204,youtube,#fitness,shorts,canada,98794,141964,2748,1357,medium
Post_4205,instagram,#viral,live stream,canada,897780,31613,86715,31460,low
Post_4206,twitter,#viral,tweet,uk,1470152,10721,9486,8235,high
Post_4207,twitter,#viral,video,brazil,3958044,313560,9096,9926,high
Post_4208,instagram,#music,video,brazil,4327143,390643,65125,484,low
Post_4209,instagram,#dance,live stream,japan,2488071,331114,29029,8542,high
Post_4210,twitter,#dance,reel,uk,147450,381039,15546,16920,high
Post_4211,tiktok,#challenge,shorts,brazil,653382,203055,29290,21516,low
Post_4212,twitter,#fitness,shorts,germany,2445074,339219,42119,49060,high
Post_4213,tiktok,#fitness,live stream,japan,3761056,2630,62256,44327,high
Post_4214,tiktok,#music,tweet,usa,4023508,424443,60005,29638,medium
Post_4215,twitter,#fitness,shorts,australia,1393642,7098,15097,1221,low
Post_4216,tiktok,#viral,shorts,india,935563,150323,29577,19651,high
Post_4217,instagram,#comedy,live stream,japan,4546474,429394,68164,14640,low
Post_4218,instagram,#tech,post,japan,4498429,435775,48777,14555,low
Post_4219,twitter,#fashion,live stream,brazil,380026,214887,36187,17636,high
Post_4220,tiktok,#tech,video,brazil,3545322,276967,4261,27752,low
Post_4221,tiktok,#comedy,reel,brazil,4228221,421606,4145,12960,medium
Post_4222,youtube,#music,live stream,canada,2421039,255993,48735,38037,medium
Post_4223,instagram,#challenge,tweet,india,3278174,102658,57093,39631,low
Post_4224,instagram,#dance,live stream,uk,783572,139704,19042,38146,medium
Post_4225,tiktok,#gaming,shorts,japan,305543,409163,48642,44973,high
Post_4226,twitter,#fitness,shorts,india,328897,147381,42373,23817,medium
Post_4227,twitter,#challenge,shorts,canada,4876711,213421,13563,48777,low
Post_4228,twitter,#viral,tweet,usa,1003601,488570,58252,33282,high
Post_4229,tiktok,#education,shorts,uk,4854055,197367,55292,48663,low
Post_4230,youtube,#fashion,reel,usa,4413548,101503,91427,35256,high
Post_4231,tiktok,#music,video,germany,3019969,170993,43023,31600,low
Post_4232,instagram,#music,shorts,uk,1087231,106848,43977,28368,low
Post_4233,tiktok,#fashion,shorts,canada,3901334,463445,48617,36800,low
Post_4234,tiktok,#education,live stream,japan,851907,359024,69682,12915,medium
Post_4235,twitter,#comedy,shorts,canada,83320,149819,3019,10228,low
Post_4236,youtube,#fashion,video,uk,854031,148948,73678,39332,low
Post_4237,instagram,#dance,video,brazil,1293217,213794,46740,33829,medium
Post_4238,twitter,#education,shorts,usa,1071793,82545,28397,25073,low
Post_4239,instagram,#viral,shorts,india,1575723,253050,16141,35096,high
Post_4240,tiktok,#fitness,shorts,australia,4487202,309686,91035,42034,low
Post_4241,youtube,#dance,video,canada,398843,185311,90723,1420,low
Post_4242,tiktok,#tech,live stream,canada,239750,232397,49163,20748,high
Post_4243,instagram,#gaming,tweet,australia,1027434,150441,58194,45827,low
Post_4244,twitter,#dance,post,usa,4602131,356619,50928,18081,low
Post_4245,tiktok,#comedy,post,canada,620949,146546,84429,28169,low
Post_4246,instagram,#fitness,tweet,brazil,852004,355651,82868,32850,low
Post_4247,youtube,#viral,live stream,india,4278442,428476,2568,28273,high
Post_4248,twitter,#education,tweet,india,3848380,301810,6280,29762,medium
Post_4249,tiktok,#education,post,canada,2574505,125322,94933,48545,low
Post_4250,youtube,#gaming,shorts,japan,3283134,41122,8713,37710,medium
Post_4251,youtube,#challenge,post,japan,746909,45821,7638,15981,low
Post_4252,instagram,#fitness,live stream,australia,1925512,445030,93050,27310,low
Post_4253,youtube,#dance,reel,germany,1705635,340776,13504,41680,high
Post_4254,instagram,#gaming,tweet,australia,3931634,154021,17016,30829,high
Post_4255,twitter,#dance,video,germany,3447523,43962,51838,30252,low
Post_4256,tiktok,#fashion,video,canada,2783501,63860,82509,16462,high
Post_4257,tiktok,#gaming,tweet,germany,4497476,329836,14346,34972,low
Post_4258,twitter,#dance,shorts,germany,3984173,161617,68404,26669,low
Post_4259,twitter,#education,video,japan,3140471,443708,64826,22130,high
Post_4260,tiktok,#gaming,shorts,brazil,2933626,87518,50945,18643,low
Post_4261,instagram,#fashion,live stream,usa,1361580,169568,875,22352,medium
Post_4262,twitter,#comedy,live stream,canada,4190571,271397,44550,19615,high
Post_4263,youtube,#fitness,live stream,germany,3856845,195911,46850,13291,low
Post_4264,tiktok,#gaming,live stream,canada,233459,290078,20796,13785,low
Post_4265,tiktok,#education,live stream,japan,3961797,253439,67692,7836,medium
Post_4266,instagram,#gaming,live stream,india,4926269,264064,91827,1032,high
Post_4267,instagram,#dance,tweet,japan,3691701,448223,32943,40561,low
Post_4268,twitter,#music,video,usa,2970930,131718,60239,32883,low
Post_4269,instagram,#fitness,video,canada,3247449,388272,6238,25311,medium
Post_4270,twitter,#dance,live stream,germany,3541294,288982,90384,33462,high
Post_4271,twitter,#fitness,post,india,304335,292726,57503,40349,low
Post_4272,youtube,#viral,reel,uk,4014231,131648,19628,38051,high
Post_4273,youtube,#fitness,live stream,uk,4067513,313641,41751,34036,high
Post_4274,twitter,#challenge,shorts,canada,2668074,43458,72133,24287,high
Post_4275,twitter,#challenge,tweet,germany,4589006,172497,50326,37879,high
Post_4276,instagram,#education,live stream,germany,635329,151415,59753,29150,medium
Post_4277,tiktok,#fitness,video,australia,36859,235389,7241,15711,medium
Post_4278,youtube,#fitness,reel,japan,1747564,183228,4734,33207,medium
Post_4279,tiktok,#music,video,australia,28280,67072,13299,23411,medium
Post_4280,youtube,#dance,post,australia,566681,324840,68424,1453,medium
Post_4281,tiktok,#music,tweet,japan,919348,34013,38438,18076,low
Post_4282,tiktok,#education,shorts,japan,4461875,81049,47612,7747,high
Post_4283,tiktok,#fashion,post,india,249167,103790,7499,15286,high
Post_4284,instagram,#fitness,reel,germany,782140,39109,45106,34619,medium
Post_4285,youtube,#gaming,live stream,germany,7810,277197,12486,422,low
Post_4286,tiktok,#viral,video,canada,3490701,123912,8189,45049,low
Post_4287,instagram,#fitness,tweet,canada,1701218,219365,32346,9017,medium
Post_4288,tiktok,#music,post,uk,664216,474624,86948,42845,medium
Post_4289,twitter,#education,shorts,canada,2699566,112069,76606,25802,low
Post_4290,youtube,#fitness,post,uk,468433,104947,95399,32253,high
Post_4291,youtube,#challenge,shorts,japan,2243196,90911,32317,38941,low
Post_4292,tiktok,#music,reel,brazil,50353,338919,5571,36018,medium
Post_4293,tiktok,#gaming,post,australia,2829163,17805,57264,24917,low
Post_4294,youtube,#challenge,reel,japan,1471005,425853,71495,7053,high
Post_4295,youtube,#viral,reel,uk,2443556,441822,99479,5885,medium
Post_4296,youtube,#music,video,brazil,1973792,467441,30230,13710,medium
Post_4297,youtube,#fitness,video,usa,4478176,393579,14318,9635,high
Post_4298,tiktok,#fitness,reel,brazil,3856234,410366,55392,8229,low
Post_4299,twitter,#comedy,reel,india,4491907,492953,25891,28083,high
Post_4300,youtube,#dance,live stream,brazil,4082125,165615,21803,19119,medium
Post_4301,youtube,#dance,post,germany,4895487,174541,44267,7342,high
Post_4302,tiktok,#viral,reel,usa,1773094,293495,85955,19535,low
Post_4303,youtube,#fashion,reel,usa,4798416,63981,7160,25445,medium
Post_4304,instagram,#comedy,video,germany,4642714,29147,73143,24735,low
Post_4305,youtube,#fashion,shorts,germany,4414650,498878,2231,356,high
Post_4306,twitter,#viral,live stream,germany,2135331,187868,62579,45556,high
Post_4307,youtube,#fashion,reel,japan,1447626,289168,47520,15645,low
Post_4308,tiktok,#fitness,live stream,japan,4725553,83787,37879,49935,high
Post_4309,instagram,#education,video,uk,419463,183965,12276,24832,high
Post_4310,youtube,#education,shorts,germany,1066075,13285,75433,25566,low
Post_4311,instagram,#fitness,reel,india,1825709,104030,69496,17900,high
Post_4312,tiktok,#gaming,reel,japan,4115760,324790,37978,36114,medium
Post_4313,youtube,#music,reel,brazil,3685844,223830,55996,25133,low
Post_4314,tiktok,#education,live stream,germany,4359955,213360,39553,32002,low
Post_4315,instagram,#challenge,post,canada,712323,159720,86640,24901,high
Post_4316,youtube,#tech,reel,india,2932639,87828,55827,27573,medium
Post_4317,instagram,#tech,video,canada,2481313,163409,29625,20363,medium
Post_4318,instagram,#fitness,tweet,australia,4447344,202595,89767,16312,medium
Post_4319,tiktok,#music,reel,usa,4317598,276382,58474,10871,low
Post_4320,tiktok,#gaming,live stream,usa,291464,3431,54119,12110,low
Post_4321,instagram,#education,tweet,canada,3031467,389739,73465,30244,medium
Post_4322,youtube,#fitness,reel,india,3693552,249768,16084,5323,medium
Post_4323,twitter,#music,post,canada,2726954,166440,92571,7667,medium
Post_4324,youtube,#comedy,post,india,2725186,453828,56158,21964,high
Post_4325,instagram,#challenge,reel,germany,886426,77304,13067,5337,low
Post_4326,instagram,#tech,reel,germany,4821524,61393,87511,45741,low
Post_4327,youtube,#music,reel,uk,3738116,115957,28372,25689,low
Post_4328,tiktok,#tech,post,australia,4594690,34250,79276,10244,high
Post_4329,twitter,#gaming,tweet,usa,890622,28385,91934,40148,medium
Post_4330,twitter,#fitness,post,canada,1129787,317233,81454,20816,low
Post_4331,youtube,#gaming,shorts,germany,4730234,137638,45719,35610,high
Post_4332,youtube,#gaming,tweet,india,2224355,277794,58198,36236,high
Post_4333,youtube,#challenge,tweet,usa,1055813,486108,68766,13023,medium
Post_4334,instagram,#fashion,tweet,india,3084526,328466,50665,1143,low
Post_4335,youtube,#tech,post,canada,3049194,272894,5311,41670,high
Post_4336,instagram,#fitness,video,japan,1976436,196516,93950,14802,high
Post_4337,tiktok,#gaming,shorts,india,2897766,200954,87327,8808,medium
Post_4338,twitter,#challenge,video,india,154645,16361,52378,49516,high
Post_4339,youtube,#gaming,tweet,brazil,4703630,321802,23792,367,low
Post_4340,tiktok,#fitness,post,japan,1823643,250776,13446,24572,medium
Post_4341,instagram,#fitness,reel,canada,3274826,163123,83423,21320,high
Post_4342,instagram,#viral,reel,japan,2896284,298030,9484,38997,high
Post_4343,tiktok,#music,video,uk,3317729,116194,2028,7496,high
Post_4344,instagram,#fitness,live stream,japan,4487563,464720,58373,32131,low
Post_4345,twitter,#comedy,post,brazil,2329784,261145,22025,8805,high
