Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Engagement_Score
Twitter,#Challenge,Video,India,154645,16361,52378,49516,High,0.7646868634614763
YouTube,#Gaming,Tweet,Brazil,4703630,321802,23792,367,Medium,0.07355191628593236
TikTok,#Fitness,Post,Japan,1823643,250776,13446,24572,High,0.15836103886561131
Instagram,#Fitness,Reel,Canada,3274826,163123,83423,21320,Medium,0.08179549081386309
Instagram,#Viral,Reel,Japan,2896284,298030,9484,38997,High,0.11963985576000144
TikTok,#Music,Video,UK,3317729,116194,2028,7496,Low,0.037892787506152555
Instagram,#Fitness,Live Stream,Japan,4487563,464720,58373,32131,High,0.12372505968161339
Twitter,#Comedy,Post,Brazil,2329784,261145,22025,8805,High,0.1253227767037631
TikTok,#Viral,Video,Japan,3059064,460974,21878,36819,High,0.16987908719791414
YouTube,#Music,Video,Canada,3033270,51007,21168,7800,Low,0.02636593511293093
YouTube,#Fashion,Reel,India,82665,62403,34856,42188,High,1.686892880904857
Twitter,#Dance,Post,USA,867101,79921,53160,12692,High,0.16811536372348782
Instagram,#Music,Post,Germany,196186,418310,29119,33093,High,2.4493185038687777
TikTok,#Comedy,Video,USA,3318543,8969,75591,42308,Low,0.03823003046819041
YouTube,#Comedy,Post,USA,2245167,373576,11950,17147,High,0.17935102377685044
Instagram,#Dance,Live Stream,Germany,498614,77138,95772,32235,High,0.4114304853052662
TikTok,#Challenge,Shorts,Canada,847940,380765,39970,29031,High,0.5304219638181947
Twitter,#Viral,Video,Canada,1614171,402810,51138,42356,High,0.30746680494197953
Instagram,#Fashion,Video,Germany,4680679,293744,29872,10322,Medium,0.07134392253773437
TikTok,#Music,Reel,UK,3771142,228803,45574,47221,Medium,0.08527867685703694
YouTube,#Tech,Video,Brazil,3354640,123496,73616,39633,Medium,0.07057240121145637
YouTube,#Fitness,Live Stream,Australia,818282,458526,74074,3589,High,0.6552618779345017
Instagram,#Music,Video,India,4309403,216401,26305,39385,Medium,0.06545941514404663
Instagram,#Fitness,Reel,UK,3194403,260682,76842,15971,High,0.11066074005064483
Instagram,#Fashion,Tweet,Australia,1520447,20790,87638,21215,Medium,0.08526637232340226
TikTok,#Tech,Live Stream,Brazil,4012898,181340,98327,31111,Medium,0.07744477930911775
TikTok,#Tech,Reel,Japan,4738286,411605,87411,40613,High,0.11388696250078614
Twitter,#Tech,Reel,UK,3740619,239084,56082,20155,Medium,0.08429647606452301
Twitter,#Comedy,Live Stream,USA,947096,449377,99953,19082,High,0.6001630246564235
Instagram,#Gaming,Live Stream,Germany,1815108,311741,16886,34948,High,0.20030488543932373
Instagram,#Music,Video,Japan,2808130,115962,9701,43849,Medium,0.06036472670424802
YouTube,#Challenge,Shorts,Japan,903431,290789,94929,34805,High,0.46547329015718963
Twitter,#Fitness,Live Stream,India,3338024,257886,33840,16547,Medium,0.09235194234672968
TikTok,#Comedy,Reel,UK,939687,196880,64509,3021,High,0.2813809279047172
Twitter,#Fashion,Tweet,Canada,1737194,499309,81979,29974,High,0.35186743679750215
YouTube,#Tech,Live Stream,Australia,387184,220530,48240,40769,High,0.7994622711682301
Instagram,#Dance,Tweet,UK,3192456,38469,3444,1286,Low,0.013531588219226827
YouTube,#Comedy,Live Stream,Brazil,2023845,166290,32114,12609,High,0.10426341938241318
YouTube,#Education,Tweet,UK,1174209,49685,36336,21636,Medium,0.09168470008320495
TikTok,#Music,Tweet,Germany,4603856,171523,44524,46309,Medium,0.056986143789032495
TikTok,#Comedy,Live Stream,UK,838530,238746,87605,1193,High,0.3906169129309625
TikTok,#Gaming,Tweet,UK,3616888,159221,64720,28693,Medium,0.06984844429797107
TikTok,#Dance,Live Stream,Japan,746217,153509,56520,48786,High,0.34683610799539544
Instagram,#Fitness,Live Stream,Canada,1176367,412820,10950,43729,High,0.3974091418749421
YouTube,#Education,Reel,UK,2589570,76129,95385,23497,Medium,0.07530632498831852
Twitter,#Tech,Tweet,Brazil,1200061,282587,23371,29152,High,0.2792441384229635
Instagram,#Tech,Shorts,USA,3570089,335278,91228,47015,High,0.13263562897171471
TikTok,#Fashion,Tweet,Brazil,2252723,348883,38959,6709,High,0.1751440367945815
YouTube,#Education,Shorts,USA,4651762,237587,10380,40921,Medium,0.06210291928090904
TikTok,#Fashion,Tweet,Australia,4906990,213275,81187,21239,Medium,0.06433699681474794
TikTok,#Fashion,Reel,Australia,4592642,5201,65853,17955,Low,0.019380783435765297
Twitter,#Challenge,Video,USA,3975840,247776,42724,29220,Medium,0.08041571089379854
Twitter,#Gaming,Tweet,USA,230848,14445,34663,9023,High,0.25181504713057945
Instagram,#Fashion,Reel,Brazil,2750057,417313,58474,6414,High,0.17534218381655362
Instagram,#Fitness,Shorts,Australia,4608617,83329,8332,25349,Low,0.02538939556053367
YouTube,#Fashion,Tweet,Australia,2796853,277310,49504,4306,High,0.11839020499110965
YouTube,#Challenge,Shorts,Brazil,2907246,316674,22139,30606,High,0.12706836641962874
TikTok,#Gaming,Shorts,Brazil,2710476,51266,2269,35709,Low,0.03292558207488279
YouTube,#Comedy,Shorts,Australia,1373454,399246,42658,30494,High,0.3439489054602484
TikTok,#Fashion,Tweet,India,582999,200303,2292,45395,High,0.42536951178303906
Twitter,#Fashion,Video,Japan,4921777,99498,92717,22408,Low,0.043606811117204214
Twitter,#Dance,Video,Germany,537340,457261,50869,8177,High,0.9608571853947222
YouTube,#Tech,Live Stream,UK,2841356,453277,82886,41269,High,0.20322409441125996
Instagram,#Dance,Post,Australia,4622736,263342,43263,10974,Medium,0.06869935899432716
Twitter,#Education,Shorts,Brazil,3037201,417123,64193,32678,High,0.1692327903224054
Twitter,#Gaming,Live Stream,India,4775115,173834,81079,11190,Medium,0.055727034846281186
TikTok,#Gaming,Video,Japan,3258029,425865,19999,22302,High,0.14369608128104447
TikTok,#Challenge,Video,USA,1856036,155912,86548,37551,High,0.15086506942753267
TikTok,#Gaming,Post,Germany,737720,449979,95027,2597,High,0.7422911131594643
TikTok,#Challenge,Shorts,Japan,3734868,430185,97021,20606,High,0.1466750632150855
Instagram,#Fashion,Post,Japan,563991,425610,63863,38250,High,0.9356940093015669
Twitter,#Gaming,Post,Australia,1282138,326018,62192,21252,High,0.3193587585735701
YouTube,#Comedy,Reel,USA,1599830,114184,22013,4679,Medium,0.08805685604095435
Instagram,#Gaming,Reel,Germany,467214,397417,72166,13251,High,1.0334322173565005
YouTube,#Tech,Tweet,USA,2721832,396009,59393,23579,High,0.17597742990750348
Twitter,#Fitness,Post,India,813436,150574,60145,45183,High,0.31459389552466327
Twitter,#Fashion,Tweet,Brazil,254930,321153,79004,5540,High,1.591405483858314
TikTok,#Dance,Reel,UK,2976863,92424,67422,45430,Medium,0.06895715388984981
TikTok,#Viral,Video,USA,3544239,157677,52712,18293,Medium,0.06452217246071723
YouTube,#Tech,Live Stream,UK,3524926,301463,22012,41393,High,0.10351082547548517
Instagram,#Gaming,Video,India,2257240,452058,18608,10444,High,0.21314082685049
Twitter,#Comedy,Reel,Canada,4358378,329756,47703,6187,Medium,0.08802494873092696
Twitter,#Fashion,Video,UK,4848504,370506,57130,27458,Medium,0.09386276674207136
TikTok,#Gaming,Reel,Australia,1595215,423374,28961,38085,High,0.30743191356650984
Instagram,#Viral,Video,India,267239,358950,54558,25006,High,1.6409057061282224
YouTube,#Viral,Tweet,Australia,3012082,421961,52912,1842,High,0.15826760360441713
Instagram,#Gaming,Tweet,Germany,554142,60701,68343,16296,High,0.2622793435617585
Twitter,#Fitness,Tweet,Australia,751792,34057,22585,6591,Medium,0.08410970055547279
YouTube,#Dance,Video,UK,719722,458100,94550,26603,High,0.8048288089012147
YouTube,#Viral,Reel,Germany,4983897,256077,71883,39186,Medium,0.07366645016941561
TikTok,#Tech,Tweet,USA,4305709,405655,44565,43719,High,0.1147172277550573
Instagram,#Challenge,Post,Japan,3147607,123912,24092,41902,Medium,0.060333453318663986
Twitter,#Tech,Live Stream,India,3490352,413255,51747,17805,High,0.13832616309186008
YouTube,#Challenge,Shorts,UK,3478951,72455,68320,473,Low,0.04060074430482062
TikTok,#Tech,Video,Brazil,1587926,454473,51082,30682,High,0.33769646696382577
YouTube,#Gaming,Post,USA,1195872,119293,22493,5224,High,0.12293121671884616
Twitter,#Tech,Live Stream,Canada,516620,7855,54958,12841,High,0.1464403236421354
Twitter,#Dance,Tweet,USA,2877882,3704,99815,2199,Low,0.03673465416580666
TikTok,#Gaming,Post,USA,1912258,227267,59710,19661,High,0.1603538853020879
Instagram,#Music,Live Stream,USA,466743,253098,39009,47537,High,0.7276895422105956
TikTok,#Education,Shorts,Australia,1111633,356767,16497,5222,High,0.34047747772871084
Twitter,#Dance,Video,UK,1248834,191587,55987,7710,High,0.20441788099939623
TikTok,#Music,Tweet,Brazil,2289790,171584,8515,44817,Medium,0.09822560147437101
TikTok,#Fitness,Shorts,India,3072740,261975,66794,31510,High,0.11725007647897316
YouTube,#Dance,Live Stream,Australia,4316183,219615,14485,34691,Medium,0.06227516303178063
Twitter,#Music,Shorts,USA,1514380,480539,78070,24089,High,0.38477660824892035
TikTok,#Comedy,Shorts,UK,3219097,290198,90587,8704,High,0.12099324748524198
Twitter,#Education,Post,UK,56016,357109,3830,27527,High,6.934911453870323
Instagram,#Gaming,Post,Canada,637729,241923,62036,44594,High,0.5465534733405569
TikTok,#Dance,Tweet,USA,1596726,486131,14674,40353,High,0.33891725944213347
YouTube,#Dance,Shorts,UK,1161484,221418,84473,42623,High,0.30005923456543526
Instagram,#Gaming,Shorts,UK,1081777,48326,42923,6408,Medium,0.09027461297476282
Twitter,#Fashion,Reel,India,2803598,227995,2103,35208,Medium,0.09463054260988915
YouTube,#Viral,Shorts,USA,2304844,221874,61744,22713,High,0.1329074766014533
Instagram,#Fitness,Reel,Germany,1945496,290804,36541,15838,High,0.17639871785909608
TikTok,#Gaming,Tweet,Australia,2506710,320606,1565,39465,High,0.14426718687043974
TikTok,#Gaming,Live Stream,Brazil,2254522,294121,86843,12828,High,0.17466762355834187
Instagram,#Challenge,Reel,Australia,3924268,498261,8499,11392,High,0.13203787305046444
Instagram,#Comedy,Live Stream,USA,568573,45982,59886,44122,High,0.2638007784400596
Instagram,#Gaming,Post,Japan,3111832,171402,51391,12925,Medium,0.07574894788664684
Instagram,#Fitness,Reel,Australia,2304449,355721,54164,43193,High,0.19661012241971942
Twitter,#Comedy,Video,Australia,3404604,333847,7512,7909,High,0.10258696752985076
Twitter,#Viral,Shorts,USA,1658784,386659,53867,26339,High,0.2814501466134228
YouTube,#Dance,Reel,UK,1246083,94202,77172,13491,High,0.14835689115412054
YouTube,#Viral,Post,Germany,4131095,134585,24149,46525,Low,0.04968634224097969
YouTube,#Fashion,Video,Australia,3664947,498276,45486,29141,High,0.1563195866133944
Twitter,#Challenge,Tweet,India,3247592,76079,75922,31681,Medium,0.05655944465930449
Instagram,#Music,Post,Canada,3144724,346002,68200,21104,High,0.13842423055250636
Instagram,#Gaming,Post,Australia,3567170,178506,37026,14997,Medium,0.06462517906351534
Twitter,#Music,Live Stream,Japan,4966638,456635,19925,15827,Medium,0.09913889435871912
Twitter,#Fitness,Live Stream,USA,2381324,166638,40364,47901,High,0.10704255279835924
Twitter,#Fashion,Tweet,Brazil,4678841,316721,59725,28125,Medium,0.08646820868672392
Instagram,#Music,Video,USA,4781223,331083,5095,10256,Medium,0.07245719348375929
YouTube,#Education,Reel,Brazil,3995394,281704,78827,40414,High,0.10035180510357677
Twitter,#Education,Video,Japan,97529,279809,38158,27001,High,3.537081278388992
Instagram,#Dance,Reel,Germany,1035139,212435,51821,2303,High,0.2575103440214309
Instagram,#Comedy,Shorts,USA,46451,62611,79389,17478,High,3.4332522443004456
TikTok,#Dance,Post,Brazil,765809,328597,19358,9245,High,0.46643484210814967
YouTube,#Fitness,Video,Canada,4412202,420756,75784,30893,High,0.1195396312317523
YouTube,#Dance,Reel,UK,3605698,33232,26198,40691,Low,0.027767439203172314
Twitter,#Dance,Reel,Brazil,2858575,9364,19588,41663,Low,0.024702867687571604
Instagram,#Fitness,Shorts,Canada,521996,477724,90232,45777,High,1.1757427259979003
Instagram,#Gaming,Post,Japan,2825457,210288,13695,5774,Medium,0.08131675689985726
TikTok,#Tech,Reel,Germany,3284443,227209,72888,31889,High,0.10107832591401343
YouTube,#Viral,Live Stream,USA,4005023,131700,58431,32829,Medium,0.05567009228161736
Instagram,#Education,Post,Canada,2160970,332512,86309,47146,High,0.21562862973572053
TikTok,#Dance,Tweet,India,292774,182788,97632,18942,High,1.022501998128249
Twitter,#Gaming,Video,Australia,2077958,258542,74670,39468,High,0.179349149501578
Instagram,#Fashion,Live Stream,UK,105441,393868,81465,35311,High,4.842935859864759
Twitter,#Dance,Live Stream,India,4482313,170103,66262,46723,Medium,0.06315667825963961
TikTok,#Tech,Shorts,Australia,128356,340433,58461,38076,High,3.404359749446851
Twitter,#Education,Live Stream,Australia,644845,72412,61458,27972,High,0.2509781420341322
YouTube,#Challenge,Live Stream,India,1235026,220260,76228,39918,High,0.2723877877874636
YouTube,#Fashion,Post,USA,2684761,368977,86498,33243,High,0.18203408050102038
TikTok,#Tech,Reel,India,4601011,27813,42268,46788,Low,0.025400721710945703
TikTok,#Gaming,Live Stream,Canada,3897648,255004,95891,24613,Medium,0.09634220432424888
TikTok,#Music,Video,Japan,1421637,402011,97806,29398,High,0.37225747500944334
Instagram,#Challenge,Live Stream,Germany,255535,301119,9161,19777,High,1.2916312833858377
YouTube,#Challenge,Video,Australia,434662,116995,44116,26605,High,0.4318665997947831
Twitter,#Education,Tweet,UK,328051,470719,7022,853,High,1.45890120743421
TikTok,#Challenge,Live Stream,UK,3187163,113636,38956,23762,Medium,0.055332595163786726
TikTok,#Tech,Video,Australia,4704584,289582,50984,18427,Medium,0.0763070656194044
Twitter,#Tech,Reel,Australia,1350154,494375,56331,39720,High,0.4373027076911226
Instagram,#Challenge,Video,Brazil,997524,304745,78986,38172,High,0.4229502247564971
TikTok,#Challenge,Shorts,India,3123791,288683,39757,32872,High,0.11566458831592767
Instagram,#Dance,Reel,Canada,399317,482528,46641,40719,High,1.427156870356133
Twitter,#Fashion,Reel,Canada,3681653,208934,36260,1360,Medium,0.06696828842913767
Twitter,#Gaming,Reel,Japan,178505,74704,25139,27831,High,0.7152404694546372
TikTok,#Fashion,Tweet,Brazil,3950220,5327,35256,46251,Low,0.021982066821594745
TikTok,#Fashion,Reel,Brazil,3625266,332545,67824,5870,High,0.11205770831712762
TikTok,#Fashion,Shorts,Japan,42728,3266,25861,33547,High,1.466813330836922
Instagram,#Fitness,Reel,USA,959411,133168,45872,14351,High,0.2015726315416438
YouTube,#Education,Video,India,1335449,145891,14293,37944,High,0.148360588835665
YouTube,#Challenge,Video,Germany,2236066,192860,82823,1338,High,0.12388766700088459
Instagram,#Education,Video,Brazil,1148460,443609,15746,17351,High,0.4150828065409331
YouTube,#Comedy,Shorts,India,2049729,346628,61047,40956,High,0.21887332422969086
Twitter,#Gaming,Reel,Canada,1139637,354344,53748,37406,High,0.3909121939705362
Twitter,#Education,Live Stream,Canada,4925732,377998,36961,40392,Medium,0.09244331603911865
Twitter,#Dance,Tweet,UK,2756350,157829,59099,33878,Medium,0.09099207284996463
Instagram,#Education,Post,Germany,1102834,10831,8436,16461,Low,0.03239653474593638
YouTube,#Fashion,Video,India,2760244,179236,69819,8842,Medium,0.09343268203825458
TikTok,#Education,Live Stream,Brazil,3583260,326669,20618,15318,High,0.1011941639735883
Twitter,#Dance,Reel,Germany,1251963,462124,67230,1039,High,0.4236491014510812
Twitter,#Education,Post,USA,112559,484941,20456,26030,High,4.72131948578079
YouTube,#Comedy,Reel,USA,4810035,156420,24420,44367,Low,0.04682024143275465
Twitter,#Fitness,Video,Japan,3629617,180754,9532,6313,Medium,0.05416521908509906
TikTok,#Tech,Video,USA,732664,298982,59897,20996,High,0.5184845986700588
YouTube,#Gaming,Shorts,Japan,4618258,336390,38124,1639,Medium,0.08144910916627006
Twitter,#Dance,Post,India,1418279,211899,96255,2567,High,0.21908312821384227
YouTube,#Education,Reel,Germany,1715615,398432,42356,12514,High,0.2642212850785287
Twitter,#Education,Video,India,2000324,91564,66074,21963,Medium,0.08978595467534259
TikTok,#Dance,Shorts,Canada,2787078,211378,66396,30882,High,0.11074537562278487
YouTube,#Music,Post,India,2398278,346013,69432,23242,High,0.18291749330144377
Instagram,#Gaming,Shorts,India,3073012,362550,15841,26557,High,0.13177559996511565
Twitter,#Education,Shorts,UK,1846215,18294,7725,2146,Low,0.015255536327025834
TikTok,#Comedy,Tweet,India,1677328,147334,15048,20462,High,0.10900909064893688
Twitter,#Education,Shorts,Australia,194265,416016,56527,34233,High,2.608684014104445
YouTube,#Comedy,Post,Australia,1007963,55761,11552,36476,High,0.102969057395956
Twitter,#Music,Tweet,India,1745217,395015,1527,1127,High,0.22786220853911004
Instagram,#Viral,Live Stream,UK,4569333,417157,69945,1610,High,0.10695477873904134
YouTube,#Tech,Reel,India,1590502,132452,45282,37835,High,0.135535195806104
Twitter,#Tech,Video,Brazil,29712,153744,3574,22830,High,6.063139472267097
TikTok,#Comedy,Tweet,India,3053697,307679,89535,42890,High,0.1441216990421774
Instagram,#Gaming,Tweet,Brazil,4635805,171261,93859,29778,Medium,0.0636131157371805
YouTube,#Fitness,Tweet,Germany,369125,492042,88337,10110,High,1.5996992888587878
Instagram,#Viral,Reel,USA,74324,31018,63255,35276,High,1.7430305150422474
YouTube,#Music,Post,USA,2756021,38709,18178,42840,Low,0.036185137921663155
Twitter,#Comedy,Reel,India,3660291,150358,60232,44168,Medium,0.06960047712053495
YouTube,#Challenge,Live Stream,Brazil,4035023,480450,83498,1828,High,0.1402163011214558
YouTube,#Fashion,Tweet,Australia,1437126,183879,97221,43534,High,0.22589111880238755
Instagram,#Challenge,Tweet,UK,50612,269736,42711,6981,High,6.311309570852762
YouTube,#Fashion,Shorts,Germany,2361090,41277,67669,9127,Medium,0.050007835364175024
YouTube,#Fitness,Tweet,Brazil,3493327,206084,162,1310,Medium,0.05941499321420526
TikTok,#Tech,Live Stream,USA,4838253,266199,59910,11768,Medium,0.06983450431385048
Twitter,#Education,Post,India,199923,120835,10819,11318,High,0.7151353271009339
TikTok,#Dance,Tweet,UK,3650766,233944,90849,43814,High,0.10096702993289627
TikTok,#Challenge,Reel,UK,4573261,366527,58722,44114,High,0.10263201684749679
Twitter,#Viral,Video,Australia,1312128,143980,37304,38740,High,0.1676848600136572
YouTube,#Education,Shorts,Japan,338935,355832,51514,9529,High,1.2299555962057622
Instagram,#Dance,Video,India,808212,283585,28197,42085,High,0.4378393292848906
YouTube,#Viral,Live Stream,India,2927977,443197,69420,23401,High,0.1830676948623572
TikTok,#Comedy,Reel,India,3991596,263367,65801,20748,Medium,0.08766318034189832
YouTube,#Tech,Live Stream,Australia,4929171,127973,68499,1241,Low,0.04011080159320908
YouTube,#Music,Live Stream,USA,2621315,282274,42011,41299,High,0.13946587876695477
TikTok,#Fitness,Shorts,Canada,2106161,458518,62036,19006,High,0.2561817448903479
TikTok,#Comedy,Shorts,USA,1577238,400151,87336,31218,High,0.328869200463088
TikTok,#Gaming,Live Stream,UK,2156983,283478,46690,49938,High,0.1762211385068867
Instagram,#Dance,Shorts,Australia,2047644,237289,24803,5008,High,0.130442596466964
Twitter,#Comedy,Live Stream,Brazil,752438,199061,32859,21330,High,0.33657258139541063
Instagram,#Fitness,Reel,USA,1011802,337782,88350,32967,High,0.4537439143231581
Twitter,#Music,Video,USA,1122719,48060,58549,25881,High,0.11800815698318101
TikTok,#Education,Reel,UK,2813260,260597,64519,46775,High,0.1321921898438111
TikTok,#Gaming,Video,UK,3978999,19200,44821,24372,Low,0.022214883693109748
Instagram,#Education,Shorts,India,4755630,369132,72628,1581,Medium,0.0932244518602162
TikTok,#Gaming,Video,USA,5679,95171,63079,40180,High,34.9410107413277
YouTube,#Education,Shorts,Australia,354097,313064,85802,10849,High,1.157069955407699
YouTube,#Dance,Live Stream,India,4159829,263829,77015,8741,Medium,0.08403831022861757
Instagram,#Viral,Shorts,Germany,2936409,161409,1809,5457,Medium,0.05744261102591635
Instagram,#Music,Reel,Germany,2748383,325417,19117,11624,High,0.12958819786034187
Instagram,#Challenge,Shorts,Australia,2763379,424976,27036,13761,High,0.16855197929780896
YouTube,#Education,Video,UK,4749326,339397,81612,44880,Medium,0.0980958140165573
Twitter,#Gaming,Video,USA,2992211,95547,23448,33090,Medium,0.05082696374019078
TikTok,#Dance,Live Stream,Brazil,4379134,77485,88805,39157,Low,0.04691498364745176
YouTube,#Comedy,Shorts,Australia,4747855,269782,51923,2531,Medium,0.06829104932648533
YouTube,#Viral,Tweet,Canada,3261233,113979,8547,35128,Low,0.048341838807592095
TikTok,#Challenge,Post,Japan,3508531,412551,11271,34686,High,0.13068375339992722
Instagram,#Dance,Post,Brazil,552118,440910,55306,15939,High,0.9276187336764967
TikTok,#Challenge,Live Stream,UK,2683552,210072,24960,35150,High,0.10068073955712428
TikTok,#Fitness,Reel,India,4099779,9695,81909,2348,Low,0.02291635719876608
Instagram,#Tech,Reel,Australia,4796690,426637,78236,41106,High,0.1138241162134722
TikTok,#Fitness,Live Stream,Australia,4292584,56812,1813,7614,Low,0.015431031751504455
Instagram,#Gaming,Reel,USA,27994,441518,38281,10867,High,17.527541616060585
YouTube,#Education,Reel,Canada,4907437,164649,80863,15435,Medium,0.05317378501242095
YouTube,#Challenge,Tweet,UK,3285959,374420,82214,2020,High,0.13957995215399827
Twitter,#Gaming,Reel,Australia,4839425,16246,88253,3964,Low,0.02241237337080335
YouTube,#Music,Live Stream,USA,2438444,429712,74676,42454,High,0.22425858457278494
YouTube,#Music,Post,Canada,1186804,210681,58049,2339,High,0.22840249948601454
YouTube,#Fashion,Live Stream,Brazil,1333176,495538,73212,49846,High,0.4640017522067604
Twitter,#Challenge,Shorts,Australia,4631125,42569,52242,7834,Low,0.02216416097600475
Instagram,#Fashion,Post,UK,3291531,119950,87148,35630,Medium,0.07374319123836294
Twitter,#Tech,Tweet,Germany,3628910,263811,70589,13708,Medium,0.09592632498463725
YouTube,#Education,Post,USA,839571,217743,99857,21632,High,0.4040539751849456
YouTube,#Dance,Reel,Canada,2921498,121852,83407,40201,Medium,0.08401854117305574
YouTube,#Fashion,Live Stream,Japan,2295646,440661,91268,5980,High,0.2343170506254013
Instagram,#Fashion,Reel,Germany,4885418,32889,49069,12821,Low,0.019400387029318678
Twitter,#Gaming,Tweet,India,3777754,202276,35884,41913,Medium,0.0741374372179872
YouTube,#Music,Post,UK,2618635,234407,36601,27278,High,0.11390896402133173
YouTube,#Fitness,Live Stream,UK,3635998,477287,87839,13330,High,0.15909139663993216
Instagram,#Education,Post,Brazil,4538803,37888,31285,41134,Low,0.02430310370377388
Instagram,#Gaming,Shorts,Australia,1175078,42905,98581,20024,High,0.13744619506109382
TikTok,#Challenge,Live Stream,Canada,2317796,452942,67692,9904,High,0.2288976251576929
TikTok,#Dance,Post,UK,2344865,398034,18988,6493,High,0.1806138093237777
Instagram,#Fashion,Video,USA,788460,65933,20908,11908,High,0.1252428785226898
TikTok,#Education,Tweet,Canada,705892,101699,448,9268,High,0.15783575957795243
YouTube,#Viral,Live Stream,Canada,2676709,419849,21229,35123,High,0.17790540548113373
TikTok,#Challenge,Post,USA,2045200,134618,68044,2299,High,0.10021562683356151
YouTube,#Challenge,Live Stream,USA,4311581,74005,74174,9589,Low,0.03659168179839368
YouTube,#Fashion,Tweet,USA,811324,125535,79606,32458,High,0.2928534099817089
TikTok,#Music,Live Stream,Brazil,2365962,466145,84706,38723,High,0.2491899700840504
Twitter,#Viral,Tweet,UK,4585788,431040,84174,8471,High,0.11419738548751054
YouTube,#Viral,Video,USA,4242961,439654,97036,27828,High,0.13304812370417735
Twitter,#Tech,Video,Australia,4032099,215854,31543,32321,Medium,0.06937280061823879
Twitter,#Comedy,Video,Australia,1111912,478722,68409,1972,High,0.49383674247602327
Instagram,#Music,Reel,India,4461089,251802,50220,49414,Medium,0.07877807414288306
YouTube,#Fashion,Post,India,4645972,426458,75602,34866,High,0.11556806627332235
TikTok,#Education,Shorts,Brazil,3752649,415112,30531,31028,High,0.1270225379458617
Instagram,#Dance,Video,Japan,1984418,214222,75144,10982,High,0.15135319272451672
Instagram,#Tech,Video,UK,1766643,372453,31196,35447,High,0.2485482352688121
TikTok,#Fitness,Tweet,UK,2056923,397189,60950,27927,High,0.23630733868015477
YouTube,#Tech,Reel,Australia,1263445,463074,99903,34170,High,0.47263394924195357
Twitter,#Education,Post,Japan,167630,2305,23748,738,High,0.15982222752490605
YouTube,#Music,Shorts,India,4789012,74240,22761,43777,Low,0.02939604244048668
Twitter,#Fashion,Post,Australia,2751747,157563,96955,49493,High,0.11047927007824485
TikTok,#Education,Tweet,USA,3557778,190476,98406,43225,Medium,0.0933467461994537
YouTube,#Education,Live Stream,India,222005,489558,26045,37407,High,2.4909799328843945
Twitter,#Fitness,Video,Germany,2768780,88156,68849,36985,Medium,0.07006334920073101
Instagram,#Tech,Post,USA,4818440,212639,24551,26488,Medium,0.054722690331310546
Twitter,#Comedy,Reel,UK,3468794,497381,12068,13122,High,0.15064918816164927
TikTok,#Challenge,Shorts,Canada,3508583,426856,29746,3883,High,0.1312452919027425
YouTube,#Dance,Reel,India,686780,177626,13437,6268,High,0.28732781968024695
YouTube,#Fashion,Shorts,India,670658,197098,52298,47586,High,0.44282182572935835
YouTube,#Challenge,Shorts,UK,4786577,393842,27939,12035,Medium,0.09063178133350827
Twitter,#Music,Post,USA,4221706,126346,6521,35253,Low,0.03982276359367516
Twitter,#Challenge,Video,Australia,3884895,376159,19114,37055,High,0.11128434616637001
Instagram,#Comedy,Video,UK,4690084,461297,95691,23649,High,0.12380098096324074
TikTok,#Fitness,Live Stream,Germany,3029888,257416,52387,39227,High,0.1151956771999493
Instagram,#Viral,Reel,USA,2364901,441370,86968,28414,High,0.23542296273712937
Twitter,#Education,Post,Japan,868961,332677,526,46355,High,0.43679520714968795
Instagram,#Dance,Video,USA,1740910,368932,89995,40782,High,0.28703896238174287
YouTube,#Comedy,Video,Canada,4250935,11456,50483,36048,Low,0.023050693553300628
Twitter,#Viral,Shorts,Australia,4727865,169770,85465,6929,Medium,0.055450821882604515
Twitter,#Viral,Live Stream,Australia,285049,116295,82961,35842,High,0.8247634617206164
TikTok,#Music,Reel,UK,1809827,497948,51602,37638,High,0.32444427008769344
YouTube,#Education,Shorts,Brazil,218929,180079,78182,49745,High,1.406876201873667
TikTok,#Music,Video,Japan,2658932,195235,20907,6665,Medium,0.08379567435346222
Twitter,#Comedy,Post,Japan,3040145,119414,932,3014,Low,0.040577011951732564
Twitter,#Music,Reel,Germany,3295406,452982,11731,12475,High,0.1448040089749184
YouTube,#Comedy,Post,UK,848990,487241,30833,12572,High,0.6250320969622728
TikTok,#Comedy,Video,Australia,1146688,458464,62608,45618,High,0.4941972009823073
TikTok,#Challenge,Tweet,USA,368570,216371,473,30193,High,0.670258024255908
Twitter,#Music,Shorts,USA,1158983,361379,82699,10760,High,0.392445790835586
YouTube,#Tech,Post,Australia,3117939,402589,59229,903,High,0.14840604643002958
Instagram,#Comedy,Post,Australia,3498488,89978,29892,34882,Low,0.04423396621626257
TikTok,#Fitness,Post,Germany,1405472,99945,45962,28980,High,0.12443293071651373
YouTube,#Challenge,Shorts,Australia,1405285,488073,4853,39718,High,0.3790291649024931
YouTube,#Comedy,Post,Germany,1547318,226191,9881,32443,High,0.17353575670935129
Twitter,#Music,Video,Japan,4895023,417022,71997,44381,High,0.10896782303167932
YouTube,#Comedy,Live Stream,UK,3089984,392093,33020,32711,High,0.14816387398769704
Twitter,#Fitness,Tweet,Germany,4945393,876,25541,16000,Low,0.008577073652184974
