Post_ID,Platform,Hashtag,Content_Type,Views,Likes,Shares,Comments,Engagement_Level
Post_1390,YouTube,#Tech,Tweet,1064061,290505,80733,47868,Low
Post_782,TikTok,#Education,Post,792388,244159,98598,1399,High
Post_1959,TikTok,#Tech,Reel,2436246,264035,22806,41438,Low
Post_2334,Twitter,#Challenge,Post,4869978,319690,93177,4639,Medium
Post_4157,YouTube,#Music,Tweet,551999,299852,90557,24071,Low
Post_4744,Instagram,#Music,Shorts,1137589,168541,64622,23184,Medium
Post_63,TikTok,#Dance,Tweet,2601441,93254,55921,48758,Low
Post_735,YouTube,#Challenge,Reel,4214946,464542,72129,43148,Medium
Post_945,Twitter,#Viral,Post,40315,245660,20515,23450,Low
Post_1388,YouTube,#Tech,Shorts,4256215,226028,42182,44655,Low
Post_2705,YouTube,#Tech,Tweet,4154463,105892,47232,43534,High
Post_577,TikTok,#Education,Tweet,1308627,212701,97549,10352,Low
Post_1554,YouTube,#Gaming,Video,4334449,298421,27429,47285,Medium
Post_4216,TikTok,#Viral,Shorts,935563,150323,29577,19651,High
Post_112,Instagram,#Dance,Video,1994041,310266,87995,40217,Medium
Post_136,TikTok,#Fitness,Shorts,1851460,345987,13274,43872,Low
Post_2782,TikTok,#Comedy,Video,75475,85849,52358,44489,Medium
Post_1762,YouTube,#Fitness,Live Stream,2328409,278174,1846,648,Low
Post_2442,TikTok,#Viral,Reel,4192386,294804,89443,27277,High
Post_1743,TikTok,#Dance,Video,4098173,91022,62312,33968,Low
Post_3051,Instagram,#Challenge,Live Stream,3068331,454979,20223,17128,High
Post_4091,TikTok,#Tech,Reel,1319472,32148,99138,25453,Medium
Post_1953,Twitter,#Fitness,Tweet,1313145,14056,80213,27953,Low
Post_184,Instagram,#Gaming,Shorts,4684548,122401,82864,42106,Low
Post_2431,Instagram,#Fitness,Tweet,2168159,445889,80260,44121,High
Post_3795,Twitter,#Education,Video,2570250,54434,41385,16714,Medium
Post_2084,YouTube,#Fitness,Video,2393584,145807,92401,29656,Low
Post_602,YouTube,#Dance,Live Stream,2888178,323173,11546,33894,Low
Post_3925,Twitter,#Fitness,Reel,2624711,307198,71219,6193,Medium
Post_3554,TikTok,#Education,Reel,4876804,233872,97880,8155,Medium
Post_1029,Instagram,#Tech,Live Stream,4650686,35344,74563,32695,High
Post_967,Instagram,#Fitness,Reel,1803252,274745,62197,45341,Medium
Post_4396,YouTube,#Comedy,Shorts,1373454,399246,42658,30494,High
Post_4138,Instagram,#Comedy,Tweet,13578,485916,39122,29109,High
Post_180,Instagram,#Fitness,Tweet,4888613,414422,11933,23903,High
Post_2864,TikTok,#Dance,Tweet,4385439,312854,58495,30380,Medium
Post_1083,Instagram,#Fashion,Video,353263,473924,71436,3303,High
Post_135,TikTok,#Education,Live Stream,707841,133933,46058,45912,High
Post_4885,TikTok,#Music,Video,1939317,86352,51733,24153,Medium
Post_3699,Twitter,#Music,Video,713028,337203,25042,4682,High
Post_1011,Instagram,#Challenge,Reel,1558041,407000,95826,14793,Medium
Post_419,Instagram,#Education,Post,446706,4264,75452,14816,High
Post_4262,Twitter,#Comedy,Live Stream,4190571,271397,44550,19615,High
Post_4056,YouTube,#Viral,Reel,3709713,180551,28942,24102,High
Post_2009,YouTube,#Comedy,Video,4995038,103192,31089,17817,Low
Post_4035,TikTok,#Comedy,Post,1733587,64486,7705,46480,High
Post_295,Instagram,#Tech,Reel,70424,392371,44740,10705,Low
Post_1957,TikTok,#Tech,Video,725159,20810,3697,38133,Medium
Post_3295,Instagram,#Music,Video,1059321,458647,29080,38590,High
Post_1589,Instagram,#Fitness,Post,4277170,471076,43675,21460,Medium
Post_1460,TikTok,#Gaming,Video,3067711,211685,55025,91,High
Post_2907,YouTube,#Dance,Tweet,916759,253924,68925,30788,Low
Post_851,Twitter,#Comedy,Video,1429838,18668,2497,24005,High
Post_1424,Instagram,#Music,Tweet,1401937,135014,42756,42886,High
Post_389,Instagram,#Fitness,Shorts,4582997,440332,73379,85,Low
Post_3352,Instagram,#Viral,Shorts,2607404,75633,52102,12416,High
Post_1067,Twitter,#Viral,Tweet,4329212,314231,36820,38094,Low
Post_2040,TikTok,#Gaming,Live Stream,633729,102671,36502,33365,High
Post_3283,Instagram,#Education,Post,1020700,433852,77135,31850,High
Post_1860,YouTube,#Music,Post,3591834,216428,98920,37185,Medium
Post_4838,Twitter,#Challenge,Post,3804559,410862,46533,16456,Medium
Post_1894,Instagram,#Dance,Video,1160169,74584,94280,40793,High
Post_764,YouTube,#Dance,Live Stream,648171,478099,45995,49019,Low
Post_1281,Instagram,#Challenge,Shorts,3373662,127818,52586,17121,Medium
Post_4244,Twitter,#Dance,Post,4602131,356619,50928,18081,Low
Post_3601,YouTube,#Dance,Shorts,691916,158855,55805,10217,High
Post_1375,Twitter,#Fitness,Video,4496073,124732,19857,2918,Medium
Post_4665,YouTube,#Comedy,Live Stream,3089984,392093,33020,32711,Low
Post_246,YouTube,#Dance,Post,3988715,211316,4804,33837,Medium
Post_2893,YouTube,#Fitness,Shorts,3726359,101243,10095,43058,High
Post_4997,Instagram,#Education,Video,4841525,166266,54841,4832,Medium
Post_498,Instagram,#Education,Tweet,3979197,313528,22858,39951,High
Post_1419,Twitter,#Dance,Shorts,2321786,187199,28150,34043,High
Post_919,Twitter,#Viral,Tweet,6651,22479,24947,11283,Medium
Post_3848,Twitter,#Comedy,Tweet,1126747,490312,30079,26934,High
Post_2963,TikTok,#Comedy,Video,4059525,396471,82515,13107,Low
Post_3136,TikTok,#Challenge,Live Stream,1108583,156718,15931,27325,High
Post_747,Instagram,#Comedy,Tweet,1219230,350006,94280,32133,Medium
Post_591,Instagram,#Comedy,Reel,2002817,410588,47199,47032,Medium
Post_1944,Instagram,#Music,Video,4979028,496075,14684,23034,High
Post_2842,Twitter,#Fashion,Reel,2961889,127008,56377,5965,Medium
Post_2531,Instagram,#Tech,Post,4168696,113448,30625,48391,Medium
Post_4479,Instagram,#Fitness,Shorts,521996,477724,90232,45777,High
Post_2906,Twitter,#Tech,Reel,1212616,284049,75797,20699,Medium
Post_502,Twitter,#Gaming,Live Stream,4906236,318280,73843,42534,Low
Post_2939,YouTube,#Tech,Reel,3385451,448723,7234,43129,Low
Post_1263,Twitter,#Music,Live Stream,4289386,188014,39473,14691,Low
Post_4930,YouTube,#Education,Tweet,3144507,121038,11058,18320,Medium
Post_2789,Instagram,#Fashion,Tweet,481808,61671,7895,34339,Low
Post_4698,Twitter,#Fashion,Reel,4865703,253419,78639,45758,High
Post_925,Twitter,#Fashion,Shorts,3222456,303054,58013,21680,Low
Post_1249,TikTok,#Challenge,Live Stream,2248578,93218,59577,14331,Medium
Post_3750,TikTok,#Dance,Post,4634207,74646,76271,25002,Medium
Post_513,Instagram,#Viral,Live Stream,3237254,173375,36718,42896,High
Post_3110,Twitter,#Gaming,Shorts,4881343,357046,19469,1895,Low
Post_1615,Instagram,#Viral,Post,155818,50777,5658,26194,Medium
Post_1254,Instagram,#Viral,Video,3442475,429165,1181,16421,Medium
Post_2,Instagram,#Education,Shorts,4155940,215240,65860,27239,Medium
Post_2499,YouTube,#Music,Tweet,2517670,360247,26754,33262,Low
Post_4183,TikTok,#Dance,Live Stream,2259900,145744,42773,5579,Medium
Post_3225,YouTube,#Dance,Video,3411739,218368,44457,4186,High
Post_1534,Instagram,#Gaming,Video,2048086,191738,99853,42598,Low
Post_1772,Instagram,#Music,Shorts,1750615,413287,91905,18325,Low
Post_4256,TikTok,#Fashion,Video,2783501,63860,82509,16462,High
Post_2814,TikTok,#Comedy,Post,4052947,12513,92796,34676,Medium
Post_626,Twitter,#Challenge,Live Stream,749258,380259,21872,21913,Medium
Post_4757,TikTok,#Fashion,Shorts,2370772,494750,40998,22174,Low
Post_4712,TikTok,#Fitness,Live Stream,2864591,79967,39479,6156,High
Post_1378,TikTok,#Music,Reel,4125312,360231,50867,10401,Medium
Post_181,Twitter,#Viral,Shorts,3712060,302466,63802,49953,Low
Post_4455,Instagram,#Challenge,Reel,3924268,498261,8499,11392,High
Post_3764,Instagram,#Tech,Live Stream,3215735,372038,50812,33493,Low
Post_3322,YouTube,#Fitness,Post,4542259,260423,7198,14245,Medium
Post_2088,TikTok,#Dance,Tweet,2085790,301010,93981,40343,Low
Post_25,YouTube,#Dance,Tweet,731492,474649,98377,3654,High
Post_4481,TikTok,#Tech,Reel,3284443,227209,72888,31889,Medium
Post_4254,Instagram,#Gaming,Tweet,3931634,154021,17016,30829,High
Post_3072,TikTok,#Comedy,Post,3736164,272497,47905,28553,Low
Post_1761,TikTok,#Comedy,Post,4554044,144825,45930,8774,Low
Post_2861,TikTok,#Challenge,Live Stream,1948873,480313,50464,32966,Medium
Post_4570,TikTok,#Gaming,Video,3978999,19200,44821,24372,Medium
Post_996,Instagram,#Tech,Tweet,2707572,230179,53270,6352,High
Post_832,YouTube,#Comedy,Reel,1065072,33441,17591,36956,Low
Post_150,Instagram,#Viral,Reel,4103477,75909,5645,4052,Low
Post_3112,YouTube,#Gaming,Tweet,120859,67805,15753,43999,High
Post_224,YouTube,#Music,Live Stream,4732360,84552,21664,36363,Medium
Post_2786,Instagram,#Music,Tweet,3824375,327312,21152,33353,Low
Post_2645,Twitter,#Fashion,Post,811936,44802,35448,32099,High
Post_3637,Twitter,#Dance,Live Stream,3984830,290889,6798,35927,Medium
Post_2300,Instagram,#Comedy,Live Stream,1557711,232504,92705,26887,Medium
Post_2245,TikTok,#Challenge,Tweet,4524217,407316,32931,25862,Medium
Post_4399,Twitter,#Dance,Video,537340,457261,50869,8177,Low
Post_3810,YouTube,#Tech,Live Stream,2795713,379408,236,19445,Low
Post_3529,Twitter,#Education,Shorts,1688470,31908,32258,39499,High
Post_936,TikTok,#Education,Tweet,3939062,464055,50908,46604,High
Post_2383,Instagram,#Challenge,Tweet,4848430,366691,47997,35753,Low
Post_966,Twitter,#Education,Post,3768650,216605,32767,23675,Low
Post_3823,TikTok,#Fashion,Video,4057482,290718,88697,48722,Medium
Post_1596,YouTube,#Dance,Post,4242231,207880,83865,28311,Medium
Post_1289,Instagram,#Gaming,Post,946358,304294,25948,35055,Low
Post_4876,Twitter,#Fitness,Live Stream,2965197,279571,11782,32670,High
Post_2926,TikTok,#Gaming,Tweet,3375757,368767,14499,46981,High
Post_1665,YouTube,#Comedy,Live Stream,3397373,17460,39861,45560,Low
Post_4125,Instagram,#Fitness,Reel,3353507,138181,13507,12087,Low
Post_154,Instagram,#Tech,Shorts,41081,319140,6541,23057,Low
Post_4242,TikTok,#Tech,Live Stream,239750,232397,49163,20748,High
Post_4790,Twitter,#Education,Shorts,4171736,248892,96898,12674,Low
Post_3404,Instagram,#Challenge,Tweet,1707151,195846,61196,10966,High
Post_890,Twitter,#Tech,Video,4387952,260744,7764,10999,High
Post_3132,Twitter,#Fashion,Live Stream,695143,445169,82700,22347,Medium
Post_2289,TikTok,#Education,Live Stream,3112218,43412,99638,9495,Medium
Post_3333,Twitter,#Viral,Post,1693404,4215,40958,34938,Medium
Post_441,TikTok,#Tech,Shorts,3868012,260982,45275,9713,Low
Post_594,YouTube,#Gaming,Tweet,3764424,163362,93921,36293,Medium
Post_3383,Twitter,#Education,Live Stream,1077987,76579,48878,18605,Medium
Post_3752,TikTok,#Dance,Shorts,3927986,316772,85104,49951,High
Post_3647,TikTok,#Gaming,Live Stream,2383029,440705,40948,48430,High
Post_1803,YouTube,#Tech,Shorts,2082007,190921,58478,48329,Low
Post_2254,TikTok,#Education,Tweet,37444,248092,97919,7879,Medium
Post_723,Instagram,#Music,Live Stream,1780899,301959,74275,6214,High
Post_3910,YouTube,#Gaming,Reel,1741714,207035,62609,14662,High
Post_3543,Twitter,#Viral,Post,1102775,229413,30991,31448,Low
Post_709,YouTube,#Gaming,Video,4117819,430486,52313,22054,Low
Post_1874,Instagram,#Comedy,Tweet,4918275,335200,77799,37203,High
Post_333,TikTok,#Tech,Live Stream,4297874,462449,15517,44021,Medium
Post_2278,TikTok,#Gaming,Video,958894,353889,26494,34577,High
Post_566,Instagram,#Viral,Video,90504,10397,53914,41748,High
Post_1659,TikTok,#Education,Live Stream,4836204,290221,34793,15068,Medium
Post_3777,Twitter,#Comedy,Reel,72447,306980,66142,19162,High
Post_4937,TikTok,#Viral,Video,3896115,384851,69960,6540,High
Post_4628,Twitter,#Education,Post,167630,2305,23748,738,Medium
Post_2415,YouTube,#Comedy,Video,2588183,255730,21342,29577,Medium
Post_4881,Twitter,#Gaming,Tweet,3364852,13591,65762,21079,Medium
Post_229,Twitter,#Viral,Shorts,2184148,326178,46185,1902,High
Post_3342,YouTube,#Fashion,Shorts,3494450,476260,92683,40176,Low
Post_4959,TikTok,#Education,Post,3957723,349050,99451,7861,Low
Post_3144,Twitter,#Challenge,Video,1927040,160622,93396,5725,Low
Post_814,Instagram,#Dance,Video,4214277,491365,16797,37101,Medium
Post_1970,YouTube,#Dance,Video,3274297,184354,81187,44492,High
Post_301,Instagram,#Education,Live Stream,340950,127995,30856,14353,High
Post_4908,TikTok,#Gaming,Post,529428,328885,45228,43415,Medium
Post_3477,YouTube,#Fashion,Reel,2079129,345250,56296,21081,Medium
Post_1107,YouTube,#Gaming,Live Stream,3380651,451739,2827,2335,High
Post_675,Twitter,#Gaming,Reel,3430962,46681,59761,36221,High
Post_1775,YouTube,#Fitness,Post,4424982,473087,70529,6195,Medium
Post_2485,TikTok,#Challenge,Video,2497149,23114,23917,18942,Low
Post_1458,YouTube,#Fitness,Video,1980686,27994,52403,25446,Medium
Post_3292,Twitter,#Dance,Video,787450,213237,54881,48926,Low
Post_3462,TikTok,#Music,Post,4443859,232983,69639,42693,Medium
Post_3522,YouTube,#Music,Reel,2777888,375523,7624,7812,Low
Post_911,TikTok,#Challenge,Post,3724099,90120,50063,34585,Low
Post_1298,Instagram,#Music,Live Stream,643763,472554,57987,11509,High
Post_697,TikTok,#Comedy,Tweet,3847801,375597,55183,38675,High
Post_2228,YouTube,#Music,Post,2711276,358664,90509,24286,Medium
Post_1412,YouTube,#Viral,Post,3869946,95722,26834,29707,Low
Post_1423,YouTube,#Dance,Post,3319990,492053,70509,850,Medium
Post_2965,Instagram,#Gaming,Video,4636106,119192,74078,46366,Low
Post_4324,YouTube,#Comedy,Post,2725186,453828,56158,21964,High
Post_4295,YouTube,#Viral,Reel,2443556,441822,99479,5885,Medium
Post_655,Twitter,#Viral,Post,2387714,126566,25552,40066,Medium
Post_139,Instagram,#Music,Video,3488909,443844,19877,22056,Low
Post_488,Instagram,#Dance,Post,4533957,278567,60593,12923,Medium
Post_2841,TikTok,#Gaming,Shorts,669836,263122,65316,40965,Medium
Post_4521,Twitter,#Education,Post,112559,484941,20456,26030,Medium
Post_3726,TikTok,#Challenge,Post,664480,402282,61942,49243,High
Post_859,Instagram,#Challenge,Reel,4483470,117945,55358,30073,High
Post_629,TikTok,#Viral,Tweet,4834827,329023,39984,1388,High
Post_2015,Twitter,#Viral,Shorts,2301844,123130,86696,34714,Low
Post_4194,YouTube,#Fashion,Shorts,544588,266292,32491,20402,High
Post_1082,Instagram,#Music,Live Stream,1889541,357123,24263,35214,Low
Post_1338,YouTube,#Music,Live Stream,3893120,140608,79169,3536,High
Post_3878,Twitter,#Comedy,Reel,3302311,175383,78519,38208,Medium
Post_3399,TikTok,#Fashion,Video,995769,32736,66718,23569,Low
Post_1319,Instagram,#Dance,Video,1179104,355660,14269,32625,Medium
Post_3964,Instagram,#Viral,Shorts,2561592,417783,857,23063,Medium
Post_905,Instagram,#Education,Live Stream,132001,419371,71316,39401,Medium
Post_742,YouTube,#Fashion,Video,4349698,136364,60484,26278,High
Post_3924,YouTube,#Music,Shorts,2793980,105510,61565,11195,Medium
Post_3183,Instagram,#Gaming,Live Stream,4004484,28922,67896,39287,Medium
Post_2823,Instagram,#Comedy,Live Stream,410897,318387,21785,34447,High
Post_4820,Instagram,#Tech,Post,3032675,489182,33789,7722,High
Post_2825,YouTube,#Education,Video,770800,35563,35816,14691,High
Post_4841,TikTok,#Challenge,Tweet,116463,420019,84514,30850,High
Post_4693,Twitter,#Music,Shorts,4082325,225861,68621,16938,Low
Post_4218,Instagram,#Tech,Post,4498429,435775,48777,14555,Low
Post_2647,Twitter,#Education,Post,1819191,352415,83445,48547,High
Post_1414,Instagram,#Dance,Tweet,1253544,142240,4875,24089,Medium
Post_4078,Twitter,#Fitness,Post,4859286,76757,34856,6594,Medium
Post_3527,Instagram,#Fitness,Tweet,1264685,227648,29351,23301,High
Post_59,YouTube,#Challenge,Post,2291491,474568,83894,6150,High
Post_3202,Twitter,#Education,Post,4427716,109062,80947,40554,High
Post_314,TikTok,#Education,Tweet,2243003,67157,46609,10189,High
Post_2992,Instagram,#Fitness,Shorts,4023553,138648,78164,47562,Low
Post_4818,TikTok,#Challenge,Live Stream,3767399,165527,2940,32075,Medium
Post_2066,TikTok,#Viral,Shorts,2188445,414224,59543,33103,Low
Post_3700,TikTok,#Tech,Shorts,2711553,160878,41722,11012,Medium
Post_1673,Twitter,#Viral,Live Stream,3287268,123865,8497,48466,Medium
Post_2909,YouTube,#Viral,Reel,3323833,435817,85531,10295,Medium
Post_1242,TikTok,#Challenge,Reel,3327212,134040,6283,36793,High
Post_1479,Instagram,#Comedy,Post,4856239,463589,77615,15106,Medium
Post_4692,Twitter,#Education,Shorts,8162,285470,60984,43541,High
Post_3801,YouTube,#Challenge,Post,180597,168189,47117,20562,Medium
Post_987,Twitter,#Tech,Post,4842053,171073,74732,42889,Medium
Post_2984,YouTube,#Fashion,Shorts,1649020,404652,18178,37529,High
Post_3615,YouTube,#Comedy,Shorts,2351866,487866,78898,28508,High
Post_869,YouTube,#Dance,Shorts,1684233,402293,7055,33744,High
Post_4031,Twitter,#Comedy,Shorts,2051301,418379,78834,35131,High
Post_642,Instagram,#Fashion,Live Stream,1525908,329931,54223,25867,Low
Post_2627,Twitter,#Viral,Post,336179,268506,44773,15742,Medium
Post_2043,TikTok,#Viral,Tweet,519114,457624,31292,27260,High
Post_1209,Instagram,#Gaming,Tweet,3589308,407373,70852,20849,High
Post_2395,Instagram,#Challenge,Tweet,3171786,50849,1646,20221,Medium
Post_109,Instagram,#Fitness,Video,4844012,452777,44862,23870,High
Post_3100,YouTube,#Education,Tweet,774578,311832,3147,24107,Low
Post_2921,YouTube,#Education,Tweet,3244574,246935,33822,36503,Low
Post_228,YouTube,#Gaming,Live Stream,940184,131729,1559,12135,Low
Post_3597,Instagram,#Education,Reel,3570669,376435,42008,15701,Medium
Post_2888,YouTube,#Comedy,Tweet,125076,301148,86551,48639,Low
Post_1559,YouTube,#Comedy,Shorts,1882126,475800,43114,27910,Low
Post_2402,Twitter,#Dance,Post,4256325,88247,44482,34984,Low
Post_1006,Instagram,#Education,Tweet,2362909,209360,42036,10082,High
Post_2621,TikTok,#Fashion,Post,4536297,387809,76516,17176,Medium
Post_3721,Twitter,#Fashion,Video,2112062,123124,70698,21339,High
Post_4977,YouTube,#Music,Tweet,1196421,20309,53918,5709,Medium
Post_1483,Twitter,#Comedy,Post,1491502,426504,12495,12223,Low
Post_3461,YouTube,#Music,Reel,3425790,417433,84158,25422,Medium
Post_327,TikTok,#Comedy,Live Stream,1094116,301730,23651,29582,High
Post_1365,TikTok,#Gaming,Tweet,2364689,57101,14115,11231,High
Post_762,Instagram,#Education,Tweet,407083,378368,12296,17307,Low
Post_3510,TikTok,#Viral,Video,3339745,201598,407,39789,Medium
Post_3343,Twitter,#Gaming,Post,3503879,339897,81012,46662,Medium
Post_1104,TikTok,#Tech,Live Stream,2919564,36753,49519,6372,High
Post_269,Instagram,#Dance,Shorts,242459,366128,20712,22677,Medium
Post_4846,Twitter,#Dance,Tweet,94208,423135,87349,22463,Low
Post_3250,YouTube,#Education,Video,4708328,342492,97455,25920,High
Post_4594,YouTube,#Music,Post,1186804,210681,58049,2339,High
Post_2097,TikTok,#Fitness,Post,3759988,283295,67140,3530,Medium
Post_377,TikTok,#Gaming,Tweet,2210593,351628,3482,3706,High
Post_4793,Twitter,#Gaming,Post,3953080,17672,29206,24535,Low
Post_3065,Twitter,#Viral,Post,2403864,196768,43069,37243,Low
Post_2465,YouTube,#Comedy,Shorts,3050658,191272,53935,19636,High
Post_1321,Instagram,#Fashion,Live Stream,739337,157550,81164,9915,Medium
Post_3105,YouTube,#Education,Shorts,4702260,323545,45684,349,High
Post_2127,Twitter,#Tech,Reel,802693,337801,95338,43967,Low
Post_3789,Twitter,#Gaming,Video,3880037,60397,71412,49228,Low
Post_3525,Twitter,#Tech,Shorts,3253298,205897,11621,24056,Medium
Post_4353,Instagram,#Dance,Live Stream,498614,77138,95772,32235,Low
Post_4405,TikTok,#Challenge,Video,1856036,155912,86548,37551,High
Post_998,Instagram,#Tech,Reel,4190005,84964,50369,19038,High
Post_2846,TikTok,#Music,Reel,3313871,187673,20108,13412,Medium
Post_1164,YouTube,#Music,Shorts,929670,415475,77500,1737,Medium
Post_3693,YouTube,#Education,Tweet,3135532,15894,55304,37035,Low
Post_489,YouTube,#Comedy,Post,3747425,488131,30145,34060,Low
Post_4680,TikTok,#Education,Video,3991932,471738,76124,24497,Medium
Post_4101,YouTube,#Challenge,Reel,2578640,495952,58968,33480,Low
Post_3213,Instagram,#Challenge,Live Stream,827453,98572,86466,22004,High
Post_503,Instagram,#Fashion,Live Stream,3419646,34941,95591,9327,Medium
Post_4280,YouTube,#Dance,Post,566681,324840,68424,1453,Medium
Post_2299,Instagram,#Comedy,Post,3467552,147696,27597,48344,Medium
Post_4423,YouTube,#Viral,Tweet,3012082,421961,52912,1842,Medium
Post_286,Twitter,#Comedy,Live Stream,4914869,200375,2393,37178,Medium
Post_1033,YouTube,#Challenge,Tweet,1190886,286183,15049,26925,High
Post_3140,Instagram,#Tech,Live Stream,1800642,446765,97999,9762,Low
Post_396,Instagram,#Fashion,Live Stream,4151557,244562,87770,44396,Low
Post_4638,YouTube,#Fashion,Shorts,670658,197098,52298,47586,Medium
Post_2971,Instagram,#Fitness,Video,2698643,357079,83343,41222,Medium
Post_2456,YouTube,#Tech,Live Stream,1708144,56901,20001,7802,Medium
Post_1870,YouTube,#Gaming,Video,489667,464385,79535,37291,High
Post_3276,YouTube,#Education,Video,2852085,87799,92729,24975,Low
Post_39,TikTok,#Gaming,Shorts,4499253,469481,89583,41549,High
Post_1063,YouTube,#Gaming,Video,1775441,300600,92494,29780,Low
Post_1283,YouTube,#Dance,Post,1412186,348080,24255,47797,Low
Post_4418,Instagram,#Gaming,Video,2257240,452058,18608,10444,Low
Post_1604,TikTok,#Fashion,Shorts,3185499,55001,79409,32643,High
Post_1780,TikTok,#Gaming,Shorts,1753799,100757,89855,19963,Medium
Post_3437,YouTube,#Gaming,Live Stream,2898290,53307,32466,37220,Low
Post_4210,Twitter,#Dance,Reel,147450,381039,15546,16920,High
Post_2614,Instagram,#Education,Shorts,3997068,292005,85139,5723,Medium
Post_3807,Instagram,#Fashion,Shorts,3609099,34382,13782,22498,Low
Post_415,YouTube,#Music,Video,2520922,74513,3987,22252,High
Post_1154,YouTube,#Music,Video,962239,312622,27648,42018,Low
Post_1690,Instagram,#Music,Reel,3237142,326165,92290,9091,High
Post_1737,Twitter,#Education,Reel,2805428,266431,48212,43658,Low
Post_2039,Instagram,#Music,Post,2739421,200623,11202,32797,Low
Post_2129,TikTok,#Viral,Live Stream,1274494,317324,32727,21300,High
Post_3205,TikTok,#Music,Tweet,3946834,394401,54346,6258,Medium
Post_177,YouTube,#Fitness,Shorts,1598712,280260,58128,4485,High
Post_3446,Instagram,#Education,Live Stream,926712,424010,3881,40154,Low
Post_1652,TikTok,#Viral,Video,3680526,81081,6559,17831,Medium
Post_517,YouTube,#Gaming,Tweet,1437913,199931,59221,837,Low
Post_1977,Instagram,#Education,Reel,3727268,498148,22306,37966,Low
Post_3531,Instagram,#Viral,Post,1460320,474886,32537,17147,Medium
Post_308,Instagram,#Education,Video,1333000,426321,26174,27048,Medium
Post_4346,TikTok,#Viral,Video,3059064,460974,21878,36819,Medium
Post_4834,TikTok,#Dance,Shorts,3960394,222714,85120,6448,Low
Post_3122,YouTube,#Viral,Post,4221571,230408,7039,37994,Medium
Post_956,YouTube,#Dance,Live Stream,3085394,447385,34168,6255,Medium
Post_2497,TikTok,#Challenge,Reel,1633680,423061,89011,33365,High
Post_3594,Instagram,#Music,Video,4557029,125724,1278,33044,Low
Post_4622,YouTube,#Fashion,Post,4645972,426458,75602,34866,Low
Post_4819,Twitter,#Education,Video,905373,288532,80147,13810,Low
Post_805,Twitter,#Fitness,Shorts,1338606,418866,60546,709,High
Post_378,Twitter,#Education,Tweet,2511011,219874,52071,723,High
Post_3875,Twitter,#Music,Reel,1632421,324630,37308,9030,High
Post_3436,YouTube,#Dance,Shorts,1689280,371293,96714,26058,High
Post_3886,Instagram,#Dance,Live Stream,1489412,259640,31561,24249,High
Post_2072,YouTube,#Education,Live Stream,3638549,57913,23342,2629,Low
Post_1471,Twitter,#Tech,Video,4295904,96005,37813,34742,High
Post_4293,TikTok,#Gaming,Post,2829163,17805,57264,24917,Low
Post_3232,Instagram,#Music,Reel,1227035,90647,96551,30875,Medium
Post_664,Twitter,#Fitness,Reel,2840705,96581,28967,27454,Medium
Post_1898,Twitter,#Challenge,Reel,4582676,206957,30289,24206,High
Post_3133,TikTok,#Dance,Reel,3830713,309847,47878,25793,High
Post_2925,YouTube,#Dance,Video,2454688,386172,96666,10872,Medium
Post_1243,TikTok,#Gaming,Post,690673,437322,28171,24122,Medium
Post_1918,Twitter,#Challenge,Live Stream,2581052,65940,31348,24666,Medium
Post_4954,Twitter,#Challenge,Live Stream,3197157,386709,33943,20010,Medium
Post_458,YouTube,#Music,Shorts,1073279,344065,98144,1905,Medium
Post_2957,Instagram,#Dance,Reel,3869119,243254,45272,41026,Medium
Post_4361,Instagram,#Fitness,Reel,3194403,260682,76842,15971,Medium
Post_2584,YouTube,#Dance,Live Stream,1080580,147375,99235,11219,Medium
Post_4264,TikTok,#Gaming,Live Stream,233459,290078,20796,13785,Low
Post_2219,Twitter,#Education,Tweet,175511,168183,60981,48874,Low
Post_3097,Instagram,#Tech,Video,3837949,316369,65626,27325,Medium
Post_27,Instagram,#Gaming,Video,4369260,212278,21264,18172,Low
Post_4844,TikTok,#Education,Reel,1912681,262668,23314,21369,Low
Post_3010,Twitter,#Education,Tweet,698996,230272,90423,36387,Low
Post_4473,Instagram,#Dance,Reel,1035139,212435,51821,2303,High
Post_2332,Instagram,#Comedy,Reel,3605145,490924,80578,11164,Medium
Post_4140,Instagram,#Fitness,Video,3263236,473992,14768,33422,Medium
Post_460,Twitter,#Music,Shorts,266645,82375,992,5404,Medium
Post_4595,YouTube,#Fashion,Live Stream,1333176,495538,73212,49846,Low
Post_125,YouTube,#Fitness,Video,3901900,20166,30661,25363,Low
Post_4145,Instagram,#Challenge,Reel,378801,462818,74567,16848,High
Post_2432,Instagram,#Comedy,Post,4930465,145318,39080,9349,High
Post_192,Twitter,#Education,Live Stream,4425196,324343,33641,22289,High
Post_4813,Instagram,#Music,Reel,3927144,233834,69647,25283,Low
Post_4772,Instagram,#Viral,Reel,17410,440302,87598,7090,Low
Post_2800,TikTok,#Education,Reel,2097593,470212,25616,38553,Low
Post_175,Twitter,#Music,Tweet,3674194,19972,97555,24310,Medium
Post_1246,Twitter,#Music,Reel,3710671,76950,26333,7103,Medium
Post_4311,Instagram,#Fitness,Reel,1825709,104030,69496,17900,High
Post_449,TikTok,#Challenge,Tweet,112544,12459,57771,44943,Low
Post_500,TikTok,#Comedy,Reel,1172906,179308,12608,36429,High
Post_4451,YouTube,#Viral,Shorts,2304844,221874,61744,22713,Medium
Post_2980,TikTok,#Viral,Live Stream,3915590,342524,23634,27590,Medium
